Referencia;Descripción;Entradas;Salidas;Precio;Importe;Precio medio;Escalón de precio;Codigo Factura;Codigo Pedido;Fecha Pedido;Hora Pedido;Fecha Factura;Serie Factura;Codigo Presupuesto;Empresa Emisora;Pedido Web;Referencia Proveedor;Referencia Fabricante;Codigo Tarifa;Nombre Tarifa;Su Num Pedido
PH 9408;S.A.I. PHASAK  BASIC Interactive 800 VA;0;4;34,41;137,64;25,50;3;04-M/19-00546;01/04-M/19-00617;30-05-2019;13:55:07;30-05-2019;18;;4;No;P8B(APEX 800);APEX 800;8;NPVM;PED2019A727C
PH 9408;S.A.I. PHASAK  BASIC Interactive 800 VA;0;6;31,90;191,40;25,50;3;04-M/19-00857;01/04-M/19-00947;28-08-2019;20:18:31;30-08-2019;18;;4;No;P8B(APEX 800);APEX 800;8;NPVM;
PH 9408;S.A.I. PHASAK  BASIC Interactive 800 VA;0;4;29,95;119,80;23,36;3;04-M/19-01076;01/04-M/19-01215;22-10-2019;9:50:09;22-10-2019;18;;4;No;P8B(APEX 800);APEX 800;8;NPVM;PED2019A1544C
PH 9408;S.A.I. PHASAK  BASIC Interactive 800 VA;0;4;29,95;119,80;23,36;3;04-M/19-01109;01/04-M/19-01254;29-10-2019;16:58:34;29-10-2019;18;;4;No;P8B(APEX 800);APEX 800;8;NPVM;
PH 9408;S.A.I. PHASAK  BASIC Interactive 800 VA;0;10;29,95;299,50;23,36;3;04-M/19-01207;01/04-M/19-01360;25-11-2019;9:24:13;25-11-2019;18;;4;No;P8B(APEX 800);APEX 800;8;NPVM;PED2019A1715C
PH 9408;S.A.I. PHASAK  BASIC Interactive 800 VA;0;10;29,95;299,50;23,36;3;04-M/19-01295;01/04-M/19-01472;17-12-2019;9:20:38;17-12-2019;18;;4;No;P8B(APEX 800);APEX 800;8;NPVM;PED2019A1700C
PH 9408;S.A.I. PHASAK  BASIC Interactive 800 VA;0;10;29,95;299,50;21,74;3;04-M/20-00299;01/04-M/20-00299;5-03-2020;20:17:49;6-03-2020;18;;4;No;P8B(APEX 800);APEX 800;8;NPVM;PED2020A345C
PH 9408;S.A.I. PHASAK  BASIC Interactive 800 VA;0;10;29,95;299,50;21,74;3;04-M/20-00402;01/04-M/20-00414;21-04-2020;9:06:50;21-04-2020;18;;4;No;P8B(APEX 800);APEX 800;8;NPVM;PED2020A505C
PH 9408;S.A.I. PHASAK  BASIC Interactive 800 VA;0;4;29,95;119,80;21,74;3;04-M/20-00494;01/04-M/20-00517;2-06-2020;8:39:22;2-06-2020;18;;4;No;P8B(APEX 800);APEX 800;8;NPVM;PED2020A649C
PH 9408;S.A.I. PHASAK  BASIC Interactive 800 VA;0;1;29,95;29,95;21,74;3;04-M/20-00495;01/04-M/20-00518;2-06-2020;8:40:49;2-06-2020;18;;4;No;P8B(APEX 800);APEX 800;8;NPVM;PED2020A721C
PH 9408;S.A.I. PHASAK  BASIC Interactive 800 VA;0;10;29,95;299,50;21,74;3;04-M/20-00557;01/04-M/20-00591;19-06-2020;11:33:41;19-06-2020;18;;4;No;P8B(APEX 800);APEX 800;8;NPVM;PED2020A788C
PH 9408;S.A.I. PHASAK  BASIC Interactive 800 VA;0;8;29,95;239,60;21,74;3;04-M/20-00731;01/04-M/20-00786;10-08-2020;15:28:31;17-08-2020;18;;4;No;P8B(APEX 800);APEX 800;8;NPVM;PED2020A1021C
PH 9408;S.A.I. PHASAK  BASIC Interactive 800 VA;0;10;29,95;299,50;21,74;3;04-M/20-00760;01/04-M/20-00810;24-08-2020;10:04:48;25-08-2020;18;;4;No;P8B(APEX 800);APEX 800;8;NPVM;PED2020A1128C
PH 9408;S.A.I. PHASAK  BASIC Interactive 800 VA;0;10;29,95;299,50;20,87;3;04-M/20-00901;01/04-M/20-00980;13-10-2020;9:26:05;13-10-2020;18;;4;No;P8B(APEX 800);APEX 800;8;NPVM;PED2020A1412C
PH 9408;S.A.I. PHASAK  BASIC Interactive 800 VA;0;10;29,95;299,50;20,87;3;04-M/20-00979;01/04-M/20-01071;30-10-2020;10:02:43;30-10-2020;18;;4;No;P8B(APEX 800);APEX 800;8;NPVM;PED2020A1557C
PH 9408;S.A.I. PHASAK  BASIC Interactive 800 VA;0;10;29,95;299,50;20,87;3;04-M/20-01057;01/04-M/20-01168;18-11-2020;10:34:57;18-11-2020;18;;4;No;P8B(APEX 800);APEX 800;8;NPVM;PED2020A1701C
PH 9408;S.A.I. PHASAK  BASIC Interactive 800 VA;0;10;31,30;313,00;20,23;3;04-M/21-00081;01/04-M/21-00077;21-01-2021;16:53:36;21-01-2021;18;;4;No;P8B(APEX 800);APEX 800;8;NPVM;PED2020A1853C
PH 9408;S.A.I. PHASAK  BASIC Interactive 800 VA;0;10;31,30;313,00;20,23;3;04-M/21-00216;01/04-M/21-00246;23-02-2021;11:14:07;23-02-2021;18;;4;No;P8B(APEX 800);APEX 800;8;NPVM;PED2021A268C
PH 9408;S.A.I. PHASAK  BASIC Interactive 800 VA;0;10;31,30;313,00;21,53;3;04-M/21-00405;01/04-M/21-00450;14-04-2021;10:19:52;14-04-2021;18;;4;No;P8B(APEX 800);APEX 800;8;NPVM;PED2021A544C
PH 9408;S.A.I. PHASAK  BASIC Interactive 800 VA;0;10;31,30;313,00;21,53;3;04-M/21-00484;01/04-M/21-00538;4-05-2021;16:52:41;4-05-2021;18;;4;No;P8B(APEX 800);APEX 800;8;NPVM;PED2021A664C
PH 9408;S.A.I. PHASAK  BASIC Interactive 800 VA;0;20;31,30;626,00;21,53;3;04-M/21-00577;01/04-M/21-00645;9-06-2021;9:39:29;9-06-2021;18;;4;No;P8B(APEX 800);APEX 800;8;NPVM;PED2021A664C
PH 9408;S.A.I. PHASAK  BASIC Interactive 800 VA;0;10;29,59;295,90;21,95;3;04-M/21-00766;01/04-M/21-00851;23-09-2021;9:51:28;23-09-2021;18;;4;No;P8B(APEX 800);APEX 800;8;NPVM;PED2021A1293C
PH 9408;S.A.I. PHASAK  BASIC Interactive 800 VA;0;20;29,59;591,80;21,95;3;04-M/21-00799;01/04-M/21-00888;6-10-2021;10:14:24;6-10-2021;18;;4;No;P8B(APEX 800);APEX 800;8;NPVM;PED2021A1359C
PH 9408;S.A.I. PHASAK  BASIC Interactive 800 VA;0;20;31,11;622,20;23,70;3;04-M/21-00917;01/04-M/21-01027;30-11-2021;9:17:32;30-11-2021;18;;4;No;P8B(APEX 800);APEX 800;8;NPVM;PED2021A1495C
PH 9408;S.A.I. PHASAK  BASIC Interactive 800 VA;0;4;33,30;133,20;23,70;3;04-M/22-00034;01/04-M/22-00038;25-01-2022;9:45:36;25-01-2022;18;;4;No;P8B(APEX 800);APEX 800;8;NPVM;PED2021A1870C
PH 9408;S.A.I. PHASAK  BASIC Interactive 800 VA;0;10;33,30;333,00;23,70;3;04-M/22-00071;01/04-M/22-00084;8-02-2022;13:47:16;8-02-2022;18;;4;No;P8B(APEX 800);APEX 800;8;NPVM;PED2022A69C
PH 9408;S.A.I. PHASAK  BASIC Interactive 800 VA;0;10;33,30;333,00;23,70;3;04-M/22-00130;01/04-M/22-00148;1-03-2022;9:44:14;2-03-2022;18;;4;No;P8B(APEX 800);APEX 800;8;NPVM;PED2022A241C
PH 9408;S.A.I. PHASAK  BASIC Interactive 800 VA;0;20;33,30;666,00;23,70;3;04-M/22-00144;01/04-M/22-00173;9-03-2022;13:32:23;9-03-2022;18;;4;No;P8B(APEX 800);APEX 800;8;NPVM;PED2022A282C
PH 9408;S.A.I. PHASAK  BASIC Interactive 800 VA;0;10;36,01;360,10;27,02;3;04-M/22-00298;01/04-M/22-00322;4-05-2022;16:55:32;11-05-2022;18;;4;No;P8B(APEX 800);APEX 800;8;NPVM;PED2022A498C
PH 9408;S.A.I. PHASAK  BASIC Interactive 800 VA;0;20;37,37;747,40;27,34;3;04-M/22-00427;01/04-M/22-00489;22-06-2022;9:50:33;22-06-2022;18;;4;No;P8B(APEX 800);APEX 800;8;NPVM;
PH 9408;S.A.I. PHASAK  BASIC Interactive 800 VA;0;10;39,59;395,90;28,74;3;04-M/22-00561;01/04-M/22-00636;11-08-2022;16:04:24;11-08-2022;18;;4;No;P8B(APEX 800);APEX 800;8;NPVM;PED2022A1109C
PH 9408;S.A.I. PHASAK  BASIC Interactive 800 VA;0;10;41,30;413,00;28,52;3;04-M/22-00653;01/04-M/22-00740;28-09-2022;8:47:00;28-09-2022;18;;4;No;P8B(APEX 800);APEX 800;8;NPVM;PED2022A1109C
PH 9408;S.A.I. PHASAK  BASIC Interactive 800 VA;0;20;41,30;826,00;28,19;3;04-M/22-00872;01/04-M/22-00986;16-12-2022;13:36:08;16-12-2022;18;;4;No;P8B(APEX 800);APEX 800;8;NPVM;PED2022A1793C
PH 9410;S.A.I. PHASAK 1000 VA LCD  USB+RJ;0;4;68,90;275,60;48,36;1;02-N/12-07799;01/02-N/12-10436;2-05-2012;13:21:53;2-05-2012;1;;2;No;P1B-APEX;APEX 1000 LCD;8;NPVM;
PH 9410;S.A.I. PHASAK 1000 VA LCD  USB+RJ;0;4;74,05;296,20;52,01;1;02-N/12-13744;01/02-N/12-18740;19-09-2012;16:37:20;19-09-2012;1;;2;No;P1B-APEX;APEX 1000 LCD;8;NPVM;
PH 9410;S.A.I. PHASAK 1000 VA LCD  USB+RJ;0;4;62,77;251,08;49,38;1;02-M/13-00021;01/02-N/13-01458;22-01-2013;13:32:03;22-01-2013;18;02-N/13-00178;2;No;P1B-APEX;APEX 1000 LCD;8;NPVM;
PH 9410;S.A.I. PHASAK 1000 VA LCD  USB+RJ;0;6;62,69;376,14;48,13;1;02-M/13-00209;01/02-M/13-00294;27-05-2013;18:03:31;28-05-2013;18;;2;No;P1B-APEX;APEX 1000 LCD;8;NPVM;
PH 9410;S.A.I. PHASAK 1000 VA LCD  USB+RJ;0;4;62,69;250,76;48,13;1;02-M/13-00296;01/02-M/13-00410;17-07-2013;13:04:42;17-07-2013;18;;2;No;P1B-APEX;APEX 1000 LCD;8;NPVM;
PH 9410;S.A.I. PHASAK 1000 VA LCD  USB+RJ;0;4;62,69;250,76;49,90;1;02-M/13-00335;01/02-M/13-00455;3-09-2013;12:51:07;5-09-2013;18;;2;No;P1B-APEX;APEX 1000 LCD;8;NPVM;
PH 9410;S.A.I. PHASAK 1000 VA LCD  USB+RJ;0;2;62,69;125,38;48,24;1;02-M/13-00358;01/02-M/13-00460;5-09-2013;16:30:57;20-09-2013;18;;2;No;P1B-APEX;APEX 1000 LCD;8;NPVM;
PH 9410;S.A.I. PHASAK 1000 VA LCD  USB+RJ;0;8;62,69;501,52;45,57;1;02-M/13-00413;01/02-M/13-00565;25-10-2013;12:32:14;25-10-2013;18;;2;No;P1B-APEX;APEX 1000 LCD;8;NPVM;2959
PH 9410;S.A.I. PHASAK 1000 VA LCD  USB+RJ;0;10;62,69;626,90;45,27;1;04-M/14-00006;01/02-M/13-00680;23-12-2013;18:26:24;14-01-2014;18;;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;
PH 9410;S.A.I. PHASAK 1000 VA LCD  USB+RJ;0;8;64,57;516,56;46,30;1;04-M/14-00078;01/04-M/14-00061;13-03-2014;16:33:00;28-04-2014;18;;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;
PH 9410;S.A.I. PHASAK 1000 VA LCD  USB+RJ;0;10;64,57;645,70;47,58;1;04-M/14-00123;01/04-M/14-00161;27-06-2014;10:10:42;27-06-2014;18;;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;742
PH 9410;S.A.I. PHASAK 1000 VA LCD  USB+RJ;0;6;72,20;433,20;45,86;1;04-M/15-00033;01/04-M/14-00426;19-12-2014;18:12:59;18-02-2015;18;;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;
PH 9410;S.A.I. PHASAK 1000 VA LCD  USB+RJ;0;10;63,78;637,80;46,28;1;04-M/15-00147;01/04-M/15-00168;27-05-2015;11:02:42;30-06-2015;18;;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;
PH 9410;S.A.I. PHASAK 1000 VA LCD  USB+RJ;0;4;63,78;255,12;46,28;1;04-M/15-00197;01/04-M/15-00268;23-09-2015;10:49:58;23-09-2015;18;;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;
PH 9410;S.A.I. PHASAK 1000 VA LCD  USB+RJ;0;10;63,78;637,80;46,34;1;04-M/15-00236;01/04-M/15-00317;30-10-2015;15:53:21;30-10-2015;18;;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;3153
PH 9410;S.A.I. PHASAK 1000 VA LCD  USB+RJ;0;8;59,40;475,20;47,32;1;04-M/16-00055;01/04-M/16-00053;4-03-2016;12:00:53;21-03-2016;18;;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;
PH 9410;S.A.I. PHASAK 1000 VA LCD  USB+RJ;0;4;58,66;234,64;47,01;1;04-M/16-00097;01/04-M/16-00114;23-05-2016;9:48:12;23-05-2016;18;;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;4043
PH 9410;S.A.I. PHASAK 1000 VA LCD  USB+RJ;0;4;58,66;234,64;47,59;1;04-M/17-00004;01/04-M/17-00006;10-01-2017;11:24:54;10-01-2017;18;;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;4869
PH 9410;S.A.I. PHASAK 1000 VA LCD  USB+RJ;0;4;60,97;243,88;48,77;1;04-M/17-00113;01/04-M/17-00146;3-04-2017;12:52:28;3-04-2017;18;;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;5349
PH 9410;S.A.I. PHASAK 1000 VA LCD  USB+RJ;0;6;60,97;365,82;48,77;1;04-M/17-00125;01/04-M/17-00157;17-04-2017;10:52:02;17-04-2017;18;;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;5419
PH 9410;S.A.I. PHASAK 1000 VA LCD  USB+RJ;0;6;60,97;365,82;48,77;1;04-M/17-00197;01/04-M/17-00240;13-06-2017;17:17:44;13-06-2017;18;;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;5500
PH 9410;S.A.I. PHASAK 1000 VA LCD  USB+RJ;0;6;60,97;365,82;47,61;1;04-M/17-00335;01/04-M/17-00406;22-09-2017;10:11:31;22-09-2017;18;;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;
PH 9410;S.A.I. PHASAK 1000 VA LCD  USB+RJ;0;2;62,53;125,06;46,69;1;04-M/17-00391;01/04-M/17-00470;26-10-2017;12:42:37;26-10-2017;18;;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;PED2017A36C
PH 9410;S.A.I. PHASAK 1000 VA LCD  USB+RJ;0;2;62,53;125,06;46,69;1;04-M/17-00448;01/04-M/17-00536;16-11-2017;10:48:27;16-11-2017;18;;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;6245
PH 9410;S.A.I. PHASAK 1000 VA LCD  USB+RJ;0;2;62,53;125,06;46,69;1;04-M/17-00479;01/04-M/17-00578;30-11-2017;13:05:15;30-11-2017;18;;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;6357
PH 9410;S.A.I. PHASAK 1000 VA LCD  USB+RJ;0;4;60,91;243,64;45,68;1;04-M/17-00510;01/04-M/17-00608;20-12-2017;17:00:06;20-12-2017;18;;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;PED2017A42C
PH 9410;S.A.I. PHASAK 1000 VA LCD  USB+RJ;0;2;60,91;121,82;46,32;1;04-M/18-00160;01/04-M/18-00183;13-03-2018;11:34:00;13-03-2018;18;;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;PED2018A407C
PH 9410;S.A.I. PHASAK 1000 VA LCD  USB+RJ;0;2;60,91;121,82;45,70;1;04-M/18-00242;01/04-M/18-00284;18-04-2018;13:24:32;18-04-2018;18;;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;
PH 9410;S.A.I. PHASAK 1000 VA LCD  USB+RJ;0;2;60,93;121,86;45,91;1;04-M/18-00516;01/04-M/18-00595;31-07-2018;16:54:03;31-07-2018;18;;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;
PH 9410;S.A.I. PHASAK 1000 VA LCD  USB+RJ;0;4;60,93;243,72;45,90;1;04-M/18-00565;01/04-M/18-00644;3-09-2018;16:14:08;3-09-2018;18;;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;PED2018A1321C
PH 9410;S.A.I. PHASAK 1000 VA LCD  USB+RJ;0;4;61,20;244,80;46,58;1;04-M/18-00699;01/04-M/18-00761;4-10-2018;17:39:36;16-10-2018;18;;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;PED2018A1455C
PH 9410;S.A.I. PHASAK 1000 VA LCD  USB+RJ;0;4;62,11;248,44;46,58;1;04-M/18-00799;01/04-M/18-00908;9-11-2018;16:48:56;12-11-2018;18;;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;PED2018A1749C
PH 9410;S.A.I. PHASAK 1000 VA LCD  USB+RJ;0;2;65,95;131,90;47,37;3;04-M/19-00346;01/04-M/19-00379;26-03-2019;10:01:10;26-03-2019;18;;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;PED2019A388C
PH 9410;S.A.I. PHASAK 1000 VA LCD  USB+RJ;0;2;65,95;131,90;47,37;3;04-M/19-00446;01/04-M/19-00487;29-04-2019;13:19:21;30-04-2019;18;;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;PED2019A617C
PH 9410;S.A.I. PHASAK 1000 VA LCD  USB+RJ;0;4;65,95;263,80;47,37;3;04-M/19-00546;01/04-M/19-00617;30-05-2019;13:55:07;30-05-2019;18;;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;PED2019A727C
PH 9410;S.A.I. PHASAK 1000 VA LCD  USB+RJ;0;4;55,75;223,00;47,91;3;04-M/19-00857;01/04-M/19-00947;28-08-2019;20:18:31;30-08-2019;18;;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;
PH 9410;S.A.I. PHASAK 1000 VA LCD  USB+RJ;0;4;55,75;223,00;47,91;3;04-M/19-00901;01/04-M/19-01004;10-09-2019;12:24:20;10-09-2019;18;;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;PED2019A1309C
PH 9410;S.A.I. PHASAK 1000 VA LCD  USB+RJ;0;2;55,75;111,50;47,91;3;04-M/19-01076;01/04-M/19-01215;22-10-2019;9:50:09;22-10-2019;18;;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;PED2019A1544C
PH 9410;S.A.I. PHASAK 1000 VA LCD  USB+RJ;0;1;55,75;55,75;38,71;3;04-M/19-01109;01/04-M/19-01254;29-10-2019;16:58:34;29-10-2019;18;;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;
PH 9410;S.A.I. PHASAK 1000 VA LCD  USB+RJ;0;4;55,75;223,00;38,71;3;04-M/19-01176;01/04-M/19-01328;14-11-2019;11:50:46;14-11-2019;18;;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;PED2019A1700C
PH 9410;S.A.I. PHASAK 1000 VA LCD  USB+RJ;0;2;50,30;100,60;38,71;3;04-M/19-01245;01/04-M/19-01070;24-09-2019;14:20:35;3-12-2019;18;;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;PED2019A1561C
PH 9410;S.A.I. PHASAK 1000 VA LCD  USB+RJ;0;5;50,30;251,50;38,71;3;04-M/19-01295;01/04-M/19-01472;17-12-2019;9:20:38;17-12-2019;18;;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;PED2019A1700C
PH 9410;S.A.I. PHASAK 1000 VA LCD  USB+RJ;0;3;50,30;150,90;35,95;3;04-M/20-00062;01/04-M/20-00051;16-01-2020;12:06:02;16-01-2020;18;;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;PED2020A70C
PH 9410;S.A.I. PHASAK 1000 VA LCD  USB+RJ;0;4;50,30;201,20;35,95;3;04-M/20-00075;01/04-M/20-00063;20-01-2020;17:05:39;21-01-2020;18;;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;PED2020A9C
PH 9410;S.A.I. PHASAK 1000 VA LCD táctil USB+RJ45;0;5;50,30;251,50;35,19;3;04-M/20-00256;01/04-M/20-00258;25-02-2020;13:25:19;26-02-2020;18;;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;PED2020A306C
PH 9410;S.A.I. PHASAK 1000 VA LCD táctil USB+RJ45;0;4;50,30;201,20;35,19;3;04-M/20-00299;01/04-M/20-00299;5-03-2020;20:17:49;6-03-2020;18;;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;PED2020A345C
PH 9410;S.A.I. PHASAK 1000 VA LCD táctil USB+RJ45;0;10;50,30;503,00;35,19;3;04-M/20-00494;01/04-M/20-00517;2-06-2020;8:39:22;2-06-2020;18;;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;PED2020A649C
PH 9410;S.A.I. PHASAK 1000 VA LCD táctil USB+RJ45;0;6;50,30;301,80;35,19;3;04-M/20-00675;01/04-M/20-00719;20-07-2020;13:23:12;20-07-2020;18;;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;PED2020A1020C
PH 9410;S.A.I. PHASAK 1000 VA LCD táctil USB+RJ45;0;2;50,30;100,60;35,19;3;04-M/20-00772;01/04-M/20-00827;2-09-2020;9:47:15;2-09-2020;18;;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;PED2020A1283C
PH 9410;S.A.I. PHASAK 1000 VA LCD táctil USB+RJ45;0;6;50,30;301,80;35,19;3;04-M/20-00784;01/04-M/20-00826;2-09-2020;9:43:32;7-09-2020;18;;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;PED2020A1208C
PH 9410;S.A.I. PHASAK 1000 VA LCD táctil USB+RJ45;0;3;50,30;150,90;35,19;3;04-M/20-00849;01/04-M/20-00922;28-09-2020;11:04:04;28-09-2020;18;;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;PED2020A1408C
PH 9410;S.A.I. PHASAK 1000 VA LCD táctil USB+RJ45;0;6;50,30;301,80;34,08;3;04-M/20-00901;01/04-M/20-00980;13-10-2020;9:26:05;13-10-2020;18;;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;PED2020A1412C
PH 9410;S.A.I. PHASAK 1000 VA LCD táctil USB+RJ45;0;5;50,30;251,50;34,08;3;04-M/20-00979;01/04-M/20-01071;30-10-2020;10:02:43;30-10-2020;18;;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;PED2020A1557C
PH 9410;S.A.I. PHASAK 1000 VA LCD táctil USB+RJ45;0;1;50,30;50,30;34,08;3;04-M/20-00980;01/04-M/20-01072;30-10-2020;10:07:08;30-10-2020;18;;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;PED2020A1607C
PH 9410;S.A.I. PHASAK 1000 VA LCD táctil USB+RJ45;0;4;50,30;201,20;34,08;3;04-M/20-01028;01/04-M/20-01130;11-11-2020;17:11:38;11-11-2020;18;;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;PED2020A1664C
PH 9410;S.A.I. PHASAK 1000 VA LCD táctil USB+RJ45;0;4;56,34;225,36;32,83;3;04-M/21-00081;01/04-M/21-00077;21-01-2021;16:53:36;21-01-2021;18;;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;PED2020A1853C
PH 9410;S.A.I. PHASAK 1000 VA LCD táctil USB+RJ45;0;1;56,34;56,34;34,55;3;04-M/21-00490;01/04-M/21-00544;6-05-2021;18:56:05;7-05-2021;18;;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;PED2021A697C
PH 9410;S.A.I. PHASAK 1000 VA LCD táctil USB+RJ45;0;4;56,34;225,36;34,55;3;04-M/21-00577;01/04-M/21-00645;9-06-2021;9:39:29;9-06-2021;18;;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;PED2021A664C
PH 9410;S.A.I. PHASAK 1000 VA LCD táctil USB+RJ45;0;2;49,80;99,60;37,15;3;04-M/21-00766;01/04-M/21-00851;23-09-2021;9:51:28;23-09-2021;18;;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;PED2021A1293C
PH 9410;S.A.I. PHASAK 1000 VA LCD táctil USB+RJ45;0;2;57,48;114,96;39,43;3;04-M/22-00034;01/04-M/22-00038;25-01-2022;9:45:36;25-01-2022;18;;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;PED2021A1870C
PH 9410;S.A.I. PHASAK 1000 VA LCD táctil USB+RJ45;0;2;57,48;114,96;39,43;3;04-M/22-00167;01/04-M/22-00200;21-03-2022;18:31:02;22-03-2022;18;;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;PED2022A435C
PH 9410;S.A.I. PHASAK 1000 VA LCD táctil USB+RJ45;0;2;59,32;118,64;40,28;3;04-M/22-00282;01/04-M/22-00321;4-05-2022;16:45:06;5-05-2022;18;;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;PED2022A498C
PH 9410;S.A.I. PHASAK 1000 VA LCD táctil USB+RJ45;0;2;59,32;118,64;43,67;3;04-M/22-00335;01/04-M/22-00381;24-05-2022;14:35:40;24-05-2022;18;;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;PED2022A739C
PH 9410;S.A.I. PHASAK 1000 VA LCD táctil USB+RJ45;0;4;63,09;252,36;45,70;3;04-M/22-00653;01/04-M/22-00740;28-09-2022;8:47:00;28-09-2022;18;;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;PED2022A1109C
PH 9410;S.A.I. PHASAK 1000 VA LCD táctil USB+RJ45;0;4;63,09;252,36;45,03;3;04-M/22-00872;01/04-M/22-00986;16-12-2022;13:36:08;16-12-2022;18;;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;PED2022A1793C
PH 9410;S.A.I. PHASAK 1000 VA LCD táctil USB+RJ45;0;4;63,09;252,36;43,00;3;04-M/23-00031;01/04-M/23-00035;13-01-2023;13:35:20;13-01-2023;18;;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;PED2023A2C
PH 9415;S.A.I. PHASAK 1500 VA LCD  USB+RJ;0;4;87,00;348,00;65,87;1;02-M/13-00021;01/02-N/13-01458;22-01-2013;13:32:03;22-01-2013;18;02-N/13-00178;2;No;P5B;VESTA 1500 LCD;8;NPVM;
PH 9415;S.A.I. PHASAK 1500 VA LCD  USB+RJ;0;2;87,64;175,28;64,47;1;02-M/13-00250;01/02-M/13-00324;11-06-2013;11:48:38;20-06-2013;18;;2;No;P5B;VESTA 1500 LCD;8;NPVM;
PH 9415;S.A.I. PHASAK 1500 VA LCD  USB+RJ;0;1;87,64;87,64;66,74;1;02-M/13-00335;01/02-M/13-00455;3-09-2013;12:51:07;5-09-2013;18;;2;No;P5B;VESTA 1500 LCD;8;NPVM;
PH 9415;S.A.I. PHASAK 1500 VA LCD  USB+RJ;0;4;87,64;350,56;60,80;1;02-M/13-00419;01/02-M/13-00552;18-10-2013;16:46:59;30-10-2013;18;;2;No;P5B;VESTA 1500 LCD;8;NPVM;
PH 9415;S.A.I. PHASAK 1500 VA LCD  USB+RJ;0;2;87,64;175,28;61,34;1;02-M/13-00489;01/02-M/13-00643;5-12-2013;18:13:11;17-12-2013;18;;2;No;P5B;VESTA 1500 LCD;8;NPVM;
PH 9415;S.A.I. PHASAK 1500 VA LCD  USB+RJ;0;2;90,27;180,54;63,44;1;04-M/14-00171;01/04-M/14-00238;2-09-2014;16:40:28;2-09-2014;18;;4;No;P5B;VESTA 1500 LCD;8;NPVM;
PH 9415;S.A.I. PHASAK 1500 VA LCD  USB+RJ;0;2;90,27;180,54;61,68;1;04-M/14-00301;01/04-M/14-00413;5-12-2014;13:15:25;5-12-2014;18;;4;No;P5B;VESTA 1500 LCD;8;NPVM;
