Referencia;Descripción;Fecha;Salidas;Precio;Pedido de venta -> Serie, ejercicio y nº pedido;Pedido de venta -> Nº pedido;Factura de venta -> Serie de factura emitida;Cliente;Cliente -> Nombre fiscal
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;13-May-2019;1;137.2000;01/03-N/19-02086;2086;1;15426;TAGG VALLES S.L
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;13-May-2019;1;137.2000;01/03-N/19-02089;2089;1;15426;TAGG VALLES S.L
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;20-May-2019;1;118.6500;01/03-N/19-02044;2044;1;13299;TEMPEL, S.A.
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;21-May-2019;1;143.6400;01/03-N/19-01276;1276;1;10408;DIOTRONIC S.A.(PROVE. 3574)
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;23-May-2019;1;118.6500;01/04-M/19-00582;582;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;27-May-2019;1;137.2000;01/03-N/19-02286;2286;1;15426;TAGG VALLES S.L
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;28-May-2019;1;137.2000;01/03-N/19-02304;2304;1;25519;ASITEC SERVICIOS INFORMATICOS INTEGRALES S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;6-Jun-2019;1;118.6500;01/04-M/19-00643;643;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;14-Jun-2019;1;137.2000;01/03-N/19-02564;2564;1;15426;TAGG VALLES S.L
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;25-Jun-2019;1;181.0000;01/04-A/19-00125;125;;57643;AMAZON SERVICES SARL
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;1-Jul-2019;1;118.6500;01/04-M/19-00715;715;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;3-Jul-2019;1;137.2000;01/03-N/19-02844;2844;1;15426;TAGG VALLES S.L
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;4-Jul-2019;1;143.6400;01/03-N/19-02854;2854;1;10408;DIOTRONIC S.A.(PROVE. 3574)
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;8-Jul-2019;1;137.2000;01/03-N/19-02909;2909;1;15426;TAGG VALLES S.L
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;10-Jul-2019;1;137.2000;01/03-N/19-02955;2955;1;10184;SISPRO S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;10-Jul-2019;1;137.2000;01/03-N/19-02969;2969;1;15426;TAGG VALLES S.L
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;10-Jul-2019;0;137.2000;01/03-N/19-02969;2969;1;15426;TAGG VALLES S.L
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;11-Jul-2019;1;118.6500;01/04-M/19-00770;770;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;16-Jul-2019;1;137.2000;01/03-N/19-02984;2984;1;14576;TECNICONGRESS AUDIOVISUAL, S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;19-Jul-2019;1;118.6500;01/04-M/19-00805;805;18;57123;KILOVATIO GALICIA
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;26-Jul-2019;1;196.8900;01/04-A/19-00153;153;;57643;AMAZON SERVICES SARL
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;6-Ago-2019;1;111.8000;01/03-N/19-03284;3284;1;57691;MILLORSERVEI COMUNICACIONS S.L.U.
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;8-Ago-2019;1;114.8000;01/03-N/19-03086;3086;1;57828;ALT URGELL FIBRA S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;9-Ago-2019;1;108.1000;01/04-N/19-00091;91;1;57805;I.G.T. MICROELECTRONICS S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;21-Ago-2019;1;114.8000;01/03-N/19-03381;3381;1;20161;INFOBARMI, S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;21-Ago-2019;1;114.8000;01/03-N/19-03359;3359;1;31222;SEINCO S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;22-Ago-2019;1;114.8000;01/03-N/19-03264;3264;1;20403;MKZ SOLUCIONES DE INGENIERIA, S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;28-Ago-2019;2;114.8000;01/03-N/19-03462;3462;1;15747;NETCOM BALAGUER S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;29-Ago-2019;2;114.8000;01/03-N/19-03484;3484;1;46943;Do iT! PC-Megastore S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;30-Ago-2019;1;108.1000;01/04-M/19-00953;953;18;39162;HANDEL POINT S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;30-Ago-2019;2;103.3000;01/04-M/19-00947;947;18;57160;DIELTRON ELECTRONICA S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;2-Sep-2019;3;108.1000;01/04-M/19-00957;957;18;50408;CENTRAL LOGISTICA INFORMATICA, CB
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;2-Sep-2019;5;114.8000;01/03-N/19-03513;3513;1;39741;FERRER SANCHIS ELECTRICISTES S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;10-Sep-2019;1;114.8000;01/03-N/19-03661;3661;1;57240;MANUEL FRANCISCO DIEZ MARTINEZ
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;16-Sep-2019;1;114.8000;01/03-N/19-03757;3757;1;28613;MERCABIT INFORMATICA S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;16-Sep-2019;2;108.1000;01/04-M/19-01020;1020;18;39162;HANDEL POINT S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;17-Sep-2019;1;114.8000;01/03-N/19-03808;3808;1;64237;M HARD SOLUCIONES EN SISTEMAS SL
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;19-Sep-2019;4;108.1000;01/04-M/19-01036;1036;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;23-Sep-2019;1;114.8000;01/03-N/19-03893;3893;1;10408;DIOTRONIC S.A.(PROVE. 3574)
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;24-Sep-2019;0;108.1000;01/04-M/19-01058;1058;18;50408;CENTRAL LOGISTICA INFORMATICA, CB
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;24-Sep-2019;3;100.9500;01/04-M/19-01058;1058;18;50408;CENTRAL LOGISTICA INFORMATICA, CB
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;30-Sep-2019;2;98.8000;01/04-M/19-01110;1110;18;57160;DIELTRON ELECTRONICA S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;30-Sep-2019;1;114.8000;01/03-N/19-03995;3995;1;15426;TAGG VALLES S.L
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;1-Oct-2019;1;114.8000;01/03-N/19-04007;4007;1;52168;KOOBIS SERVICIOS INFORMATICOS S.L
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;7-Oct-2019;2;108.1000;01/04-M/19-01148;1148;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;8-Oct-2019;1;114.8000;01/03-N/19-04117;4117;1;57751;INNOVATE POWERING ELECTRONIC S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;10-Oct-2019;1;0.0000;01/04-M/19-01158;1158;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;11-Oct-2019;1;114.8000;01/03-N/19-04204;4204;1;55611;OFIMATICA BALLESTEROS S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;15-Oct-2019;3;114.8000;01/03-N/19-04264;4264;1;64237;M HARD SOLUCIONES EN SISTEMAS SL
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;15-Oct-2019;1;164.0000;01/04-A/19-00196;196;;57643;AMAZON SERVICES SARL
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;17-Oct-2019;1;114.8000;01/03-N/19-04300;4300;1;34207;SAYCU SOFT, S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;21-Oct-2019;1;114.8000;01/03-N/19-04308;4308;1;57456;JORGE CONDE ROYO
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;22-Oct-2019;5;114.8000;01/03-N/19-04341;4341;1;39741;FERRER SANCHIS ELECTRICISTES S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;22-Oct-2019;2;98.8000;01/04-M/19-01215;1215;18;57160;DIELTRON ELECTRONICA S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;23-Oct-2019;5;100.9500;01/04-M/19-01224;1224;18;20466;GLOBOMATIK INFORMATICA, SL
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;24-Oct-2019;1;114.8000;01/03-N/19-04411;4411;1;34207;SAYCU SOFT, S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;28-Oct-2019;1;100.9500;01/03-M/19-00028;28;18;25588;TELKRON S.A.
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;29-Oct-2019;2;172.0000;01/04-A/19-00211;211;;57643;AMAZON SERVICES SARL
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;30-Oct-2019;1;112.6500;01/03-N/19-04497;4497;1;50159;ETXESOFT TECHNOLOGIES & CONSULTING S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;30-Oct-2019;1;114.8000;01/03-N/19-04502;4502;1;45725;TECNISOFT 2001 S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;31-Oct-2019;2;114.8000;01/03-N/19-04529;4529;1;14452;TECNOXARXA VALLES S.L.L
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;31-Oct-2019;2;114.8000;01/03-N/19-04532;4532;1;10966;JOBERS Y ASOCIADOS S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;4-Nov-2019;2;100.9500;01/04-M/19-01273;1273;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;4-Nov-2019;1;100.9500;01/04-M/19-01278;1278;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;4-Nov-2019;1;100.9500;01/04-M/19-01280;1280;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;6-Nov-2019;3;114.8000;01/03-N/19-04581;4581;1;64237;M HARD SOLUCIONES EN SISTEMAS SL
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;7-Nov-2019;1;100.9500;01/04-M/19-01290;1290;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;8-Nov-2019;1;100.9500;01/04-M/19-01303;1303;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;11-Nov-2019;1;100.9500;01/04-N/19-00146;146;1;39563;K INFORMATICA Y GESTION S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;11-Nov-2019;1;183.0000;01/04-A/19-00222;222;;57643;AMAZON SERVICES SARL
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;11-Nov-2019;1;100.9500;01/04-M/19-01305;1305;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;13-Nov-2019;1;114.8000;01/03-N/19-04713;4713;1;16146;SUPRARED S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;20-Nov-2019;1;100.9500;01/04-M/19-01350;1350;18;50408;CENTRAL LOGISTICA INFORMATICA, CB
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;25-Nov-2019;1;160.1300;01/04-A/19-00236;236;;57643;AMAZON SERVICES SARL
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;25-Nov-2019;1;135.5400;01/04-A/19-00237;237;;57643;AMAZON SERVICES SARL
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;28-Nov-2019;1;100.9500;01/04-M/19-01386;1386;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;28-Nov-2019;1;143.8000;01/04-A/19-00243;243;;57643;AMAZON SERVICES SARL
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;28-Nov-2019;1;143.8000;01/04-A/19-00242;242;;57643;AMAZON SERVICES SARL
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;2-Dic-2019;1;85.0000;01/04-M/19-01405;1405;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;2-Dic-2019;2;94.3000;01/04-M/19-01408;1408;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;2-Dic-2019;4;105.6000;01/03-N/19-05046;5046;1;45190;INTERCAD SERVEIS INFORMATICS, S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;3-Dic-2019;1;108.8500;01/03-N/19-05066;5066;1;54579;DISEÑO Y SOLUCIONES INFORMATION TECHNOLOGY S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;4-Dic-2019;1;101.1000;01/03-N/19-05063;5063;1;46943;Do iT! PC-Megastore S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;4-Dic-2019;4;94.3000;01/04-M/19-01423;1423;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;11-Dic-2019;1;108.8500;01/03-N/19-05171;5171;1;48380;SISTEMAS Y COMUNICACIONES INFOSER, S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;17-Dic-2019;1;108.8500;01/03-N/19-05261;5261;1;13299;TEMPEL, S.A.
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;17-Dic-2019;1;135.5400;01/04-A/19-00248;248;;57643;AMAZON SERVICES SARL
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;17-Dic-2019;5;91.9000;01/04-M/19-01472;1472;18;57160;DIELTRON ELECTRONICA S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;18-Dic-2019;1;105.6000;01/03-N/19-05289;5289;1;50979;HOGAR DIGITAL E INMOTICA INGENIEROS S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;26-Dic-2019;1;108.8500;01/03-N/19-05243;5243;1;16146;SUPRARED S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;2-Ene-2020;1;108.8500;01/03-N/19-05386;5386;1;58981;SYSONE  S.L.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;2-Ene-2020;1;108.8500;01/03-N/20-00005;5;1;57751;INNOVATE POWERING ELECTRONIC S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;7-Ene-2020;1;108.8500;01/03-N/20-00047;47;1;10966;JOBERS Y ASOCIADOS S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;7-Ene-2020;1;108.8500;01/03-N/20-00046;46;1;26441;CENTRO ANDALUZ DE TECNOL DE LA INFORM S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;8-Ene-2020;3;94.3000;01/04-M/20-00013;13;18;50408;CENTRAL LOGISTICA INFORMATICA, CB
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;8-Ene-2020;2;94.3000;01/04-M/20-00015;15;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;10-Ene-2020;0;85.0000;01/04-M/20-00032;32;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;13-Ene-2020;20;94.3000;01/04-M/20-00038;38;18;20466;GLOBOMATIK INFORMATICA, SL
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;13-Ene-2020;1;164.0000;01/04-A/20-00020;20;;57643;AMAZON SERVICES SARL
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;16-Ene-2020;2;70.7300;01/03-IE/20-00004;4;44;24256;MEDIO INFORMÁTICO, LDA
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;22-Ene-2020;1;108.8500;01/03-N/20-00245;245;1;30376;INFOCENTRO BENAVENTE, S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;22-Ene-2020;1;105.6000;01/03-N/20-00255;255;1;50979;HOGAR DIGITAL E INMOTICA INGENIEROS S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD  USB+RJ;22-Ene-2020;2;94.3000;01/04-M/20-00071;71;18;39162;HANDEL POINT S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;23-Ene-2020;1;108.8500;01/03-N/20-00310;310;1;16146;SUPRARED S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;23-Ene-2020;4;94.3000;01/04-M/20-00086;86;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;27-Ene-2020;5;91.9000;01/04-M/20-00099;99;18;57160;DIELTRON ELECTRONICA S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;27-Ene-2020;1;94.3000;01/04-M/20-00075;75;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;27-Ene-2020;1;194.0000;01/04-A/20-00029;29;;57643;AMAZON SERVICES SARL
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;27-Ene-2020;1;94.3000;01/04-M/20-00106;106;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;27-Ene-2020;2;94.3000;01/04-M/20-00110;110;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;27-Ene-2020;5;94.3000;01/04-N/20-00010;10;1;40621;HM HISPAMICRO SISTEMAS INFORMATICOS S.L.U.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;27-Ene-2020;6;101.1000;01/03-N/20-00356;356;1;40794;CENTRO DE INVESTIGACIONES INFORMATICAS Y APLICACIONES PROFESIONALES SL
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;27-Ene-2020;3;108.8500;01/03-N/20-00320;320;1;57665;VUNKERS IT EXPERTS, S.L.U.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;29-Ene-2020;1;108.8500;01/03-N/20-00383;383;1;57691;MILLORSERVEI COMUNICACIONS S.L.U.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;30-Ene-2020;1;108.8500;01/03-N/20-00408;408;1;48380;SISTEMAS Y COMUNICACIONES INFOSER, S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;31-Ene-2020;2;108.8500;01/03-N/20-00436;436;1;11293;DSG SOFTWARE S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;3-Feb-2020;6;94.3000;01/04-M/20-00147;147;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;4-Feb-2020;2;94.3000;01/04-M/20-00167;167;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;4-Feb-2020;2;108.8500;01/03-N/20-00516;516;1;34207;SAYCU SOFT, S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;5-Feb-2020;2;94.3000;01/04-M/20-00170;170;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;10-Feb-2020;2;94.3000;01/04-M/20-00185;185;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;10-Feb-2020;2;108.8500;01/03-N/20-00196;196;1;15426;TAGG VALLES S.L
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;10-Feb-2020;1;108.8500;01/03-N/20-00596;596;1;57758;FERMAN MAQUINARIA,S.L
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;12-Feb-2020;3;94.3000;01/04-M/20-00204;204;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;13-Feb-2020;1;101.1000;01/03-N/20-00677;677;1;48722;BITLAN ASESORES INFORMATICOS, C.B.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;14-Feb-2020;6;108.8500;01/08-N/20-00047;47;1;39741;FERRER SANCHIS ELECTRICISTES S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;17-Feb-2020;14;99.0000;01/03-N/20-00709;709;1;55439;ELEKO TECNOLOGIA E INNOVACION, SL
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;17-Feb-2020;1;108.8500;01/03-N/20-00635;635;1;39671;BITLAND COMPUTERS S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;17-Feb-2020;2;104.9500;01/03-N/20-00720;720;1;25658;ELECTROSON GALICIA S.A.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;19-Feb-2020;1;70.7300;01/03-IE/20-00024;24;44;24256;MEDIO INFORMÁTICO, LDA
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;19-Feb-2020;1;108.8500;01/03-N/20-00771;771;1;57665;VUNKERS IT EXPERTS, S.L.U.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;20-Feb-2020;1;108.8500;01/03-N/20-00773;773;1;58981;SYSONE  S.L.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;20-Feb-2020;4;105.6000;01/03-N/20-00532;532;1;49109;LIMIT TECNOLOGIES SL
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;26-Feb-2020;3;94.3000;01/04-M/20-00265;265;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;26-Feb-2020;1;94.3000;01/04-M/20-00257;257;18;50408;CENTRAL LOGISTICA INFORMATICA, CB
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;26-Feb-2020;1;108.8500;01/03-N/20-00869;869;1;57240;MANUEL FRANCISCO DIEZ MARTINEZ
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;26-Feb-2020;2;94.3000;01/03-M/20-00005;5;18;25588;TELKRON S.A.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;26-Feb-2020;1;108.8500;01/03-N/20-00857;857;1;39979;INFOBIP EUROPA S.L. 
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;26-Feb-2020;1;108.8500;01/03-N/20-00862;862;1;48380;SISTEMAS Y COMUNICACIONES INFOSER, S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;27-Feb-2020;3;108.8500;01/03-N/20-00895;895;1;11293;DSG SOFTWARE S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;27-Feb-2020;1;94.3000;01/04-M/20-00271;271;18;39162;HANDEL POINT S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;27-Feb-2020;3;94.3000;01/04-M/20-00275;275;18;50408;CENTRAL LOGISTICA INFORMATICA, CB
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;28-Feb-2020;1;108.8500;01/03-N/20-00906;906;1;10966;JOBERS Y ASOCIADOS S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;2-Mar-2020;1;94.3000;01/04-M/20-00278;278;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;4-Mar-2020;1;108.8500;01/03-N/20-00954;954;1;57091;ISABEL MARIA SANCHEZ BUJEQUE
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;9-Mar-2020;1;108.8500;01/08-N/20-00157;157;1;13276;D.K. FACTORY SL
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;9-Mar-2020;1;108.8500;01/08-N/20-00182;182;1;57665;VUNKERS IT EXPERTS, S.L.U.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;10-Mar-2020;5;108.8500;01/03-N/20-00999;999;1;57758;FERMAN MAQUINARIA,S.L
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;12-Mar-2020;4;91.9000;01/04-M/20-00326;326;18;57160;DIELTRON ELECTRONICA S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;16-Mar-2020;1;94.3000;01/04-M/20-00344;344;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;18-Mar-2020;1;94.3000;01/04-M/20-00355;355;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;31-Mar-2020;2;94.3000;01/03-M/20-00011;11;18;25588;TELKRON S.A.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;7-Abr-2020;1;105.6000;01/08-N/20-00349;349;1;50979;HOGAR DIGITAL E INMOTICA INGENIEROS S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;14-Abr-2020;1;108.8500;01/08-N/20-00413;413;1;28191;ALMACEN INDUSTRIAL DE ENERGIA, S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;21-Abr-2020;2;91.9000;01/04-M/20-00414;414;18;57160;DIELTRON ELECTRONICA S.L.
PH 9420;S.A.I. PHASAK 2000 VA LCD táctil USB+RJ45;29-Abr-2020;2;108.8500;01/08-N/20-01240;1240;1;11293;DSG SOFTWARE S.L.
